"State","District","Date","Year","Month","Avg_smlvl_at15cm","Agency_name"
"Maharashtra","Palghar","2023-10-18","2023","10","15.4862455141","NRSC VIC MODEL"
"Maharashtra","Parbhani","2023-10-01","2023","10","30.6431057073","NRSC VIC MODEL"
"Maharashtra","Parbhani","2023-10-07","2023","10","26.2929431177","NRSC VIC MODEL"
"Maharashtra","Parbhani","2023-10-08","2023","10","25.7232170974","NRSC VIC MODEL"
"Maharashtra","Parbhani","2023-10-09","2023","10","25.1870926802","NRSC VIC MODEL"
"Maharashtra","Parbhani","2023-10-10","2023","10","24.6785028671","NRSC VIC MODEL"
"Maharashtra","Parbhani","2023-10-11","2023","10","24.1983788874","NRSC VIC MODEL"
"Maharashtra","Parbhani","2023-10-12","2023","10","23.7431725006","NRSC VIC MODEL"
"Maharashtra","Parbhani","2023-10-13","2023","10","23.3106321731","NRSC VIC MODEL"
"Maharashtra","Parbhani","2023-10-14","2023","10","22.9071389972","NRSC VIC MODEL"
"Maharashtra","Parbhani","2023-10-15","2023","10","22.532561434","NRSC VIC MODEL"
"Maharashtra","Parbhani","2023-10-16","2023","10","22.1829689401","NRSC VIC MODEL"
"Maharashtra","Parbhani","2023-10-17","2023","10","21.8589952195","NRSC VIC MODEL"
"Maharashtra","Parbhani","2023-10-18","2023","10","21.5979325141","NRSC VIC MODEL"
"Maharashtra","Pune","2023-10-01","2023","10","33.2777401782","NRSC VIC MODEL"
"Maharashtra","Pune","2023-10-07","2023","10","26.8184200922","NRSC VIC MODEL"
"Maharashtra","Pune","2023-10-08","2023","10","25.8089521397","NRSC VIC MODEL"
"Maharashtra","Pune","2023-10-09","2023","10","24.9032294294","NRSC VIC MODEL"
"Maharashtra","Pune","2023-10-10","2023","10","24.0778578945","NRSC VIC MODEL"
"Maharashtra","Pune","2023-10-11","2023","10","23.319054551","NRSC VIC MODEL"
"Maharashtra","Pune","2023-10-12","2023","10","22.6169540553","NRSC VIC MODEL"
"Maharashtra","Pune","2023-10-13","2023","10","21.9552727606","NRSC VIC MODEL"
"Maharashtra","Pune","2023-10-14","2023","10","21.331910541","NRSC VIC MODEL"
"Maharashtra","Pune","2023-10-15","2023","10","20.758809563","NRSC VIC MODEL"
"Maharashtra","Pune","2023-10-16","2023","10","20.282637782","NRSC VIC MODEL"
"Maharashtra","Pune","2023-10-17","2023","10","19.7788250349","NRSC VIC MODEL"
"Maharashtra","Pune","2023-10-18","2023","10","19.4185331244","NRSC VIC MODEL"
"Maharashtra","Raigad","2023-10-01","2023","10","34.2810763746","NRSC VIC MODEL"
"Maharashtra","Raigad","2023-10-07","2023","10","25.2500696312","NRSC VIC MODEL"
"Maharashtra","Raigad","2023-10-08","2023","10","24.0450783013","NRSC VIC MODEL"
"Maharashtra","Raigad","2023-10-09","2023","10","23.0138098883","NRSC VIC MODEL"
"Maharashtra","Raigad","2023-10-10","2023","10","22.1365618878","NRSC VIC MODEL"
"Maharashtra","Raigad","2023-10-11","2023","10","21.3772642487","NRSC VIC MODEL"
"Maharashtra","Raigad","2023-10-12","2023","10","20.7036590239","NRSC VIC MODEL"
"Maharashtra","Raigad","2023-10-13","2023","10","20.1099044251","NRSC VIC MODEL"
"Maharashtra","Raigad","2023-10-14","2023","10","19.5263109452","NRSC VIC MODEL"
"Maharashtra","Raigad","2023-10-15","2023","10","18.9942362395","NRSC VIC MODEL"
"Maharashtra","Raigad","2023-10-16","2023","10","18.8878785711","NRSC VIC MODEL"
"Maharashtra","Raigad","2023-10-17","2023","10","18.3992756012","NRSC VIC MODEL"
"Maharashtra","Raigad","2023-10-18","2023","10","17.9920033353","NRSC VIC MODEL"
"Maharashtra","Ratnagiri","2023-10-01","2023","10","32.4281301438","NRSC VIC MODEL"
"Maharashtra","Ratnagiri","2023-10-07","2023","10","24.0092853414","NRSC VIC MODEL"
"Maharashtra","Ratnagiri","2023-10-08","2023","10","22.8840895728","NRSC VIC MODEL"
"Maharashtra","Ratnagiri","2023-10-09","2023","10","21.9572399977","NRSC VIC MODEL"
"Maharashtra","Ratnagiri","2023-10-10","2023","10","21.2044883538","NRSC VIC MODEL"
"Maharashtra","Ratnagiri","2023-10-11","2023","10","21.5403042637","NRSC VIC MODEL"
"Maharashtra","Ratnagiri","2023-10-12","2023","10","21.7683855299","NRSC VIC MODEL"
"Maharashtra","Ratnagiri","2023-10-13","2023","10","21.8416150835","NRSC VIC MODEL"
"Maharashtra","Ratnagiri","2023-10-14","2023","10","20.9628494367","NRSC VIC MODEL"
"Maharashtra","Ratnagiri","2023-10-15","2023","10","20.2725257807","NRSC VIC MODEL"
"Maharashtra","Ratnagiri","2023-10-16","2023","10","20.3665830085","NRSC VIC MODEL"
"Maharashtra","Ratnagiri","2023-10-17","2023","10","19.7634173295","NRSC VIC MODEL"
"Maharashtra","Ratnagiri","2023-10-18","2023","10","20.3348777267","NRSC VIC MODEL"
"Maharashtra","Sangli","2023-10-01","2023","10","24.2125204146","NRSC VIC MODEL"
"Maharashtra","Sangli","2023-10-07","2023","10","22.2156190529","NRSC VIC MODEL"
"Maharashtra","Sangli","2023-10-08","2023","10","21.4918099427","NRSC VIC MODEL"
"Maharashtra","Sangli","2023-10-09","2023","10","20.814755336","NRSC VIC MODEL"
"Maharashtra","Sangli","2023-10-10","2023","10","20.1851707424","NRSC VIC MODEL"
"Maharashtra","Sangli","2023-10-11","2023","10","19.6072954577","NRSC VIC MODEL"
"Maharashtra","Sangli","2023-10-12","2023","10","19.1291851483","NRSC VIC MODEL"
"Maharashtra","Sangli","2023-10-13","2023","10","19.2265254086","NRSC VIC MODEL"
"Maharashtra","Sangli","2023-10-14","2023","10","18.6767210833","NRSC VIC MODEL"
"Maharashtra","Sangli","2023-10-15","2023","10","18.1928270182","NRSC VIC MODEL"
"Maharashtra","Sangli","2023-10-16","2023","10","17.7536318429","NRSC VIC MODEL"
"Maharashtra","Sangli","2023-10-17","2023","10","17.3676499623","NRSC VIC MODEL"
"Maharashtra","Sangli","2023-10-18","2023","10","17.0374668323","NRSC VIC MODEL"
"Maharashtra","Satara","2023-10-01","2023","10","28.47369465","NRSC VIC MODEL"
"Maharashtra","Satara","2023-10-07","2023","10","23.9694871665","NRSC VIC MODEL"
"Maharashtra","Satara","2023-10-08","2023","10","23.0319527833","NRSC VIC MODEL"
"Maharashtra","Satara","2023-10-09","2023","10","22.1757444435","NRSC VIC MODEL"
"Maharashtra","Satara","2023-10-10","2023","10","21.3879893099","NRSC VIC MODEL"
"Maharashtra","Satara","2023-10-11","2023","10","20.6843570735","NRSC VIC MODEL"
"Maharashtra","Satara","2023-10-12","2023","10","20.1956288678","NRSC VIC MODEL"
"Maharashtra","Satara","2023-10-13","2023","10","19.6118385878","NRSC VIC MODEL"
"Maharashtra","Satara","2023-10-14","2023","10","18.976473637","NRSC VIC MODEL"
"Maharashtra","Satara","2023-10-15","2023","10","18.416713838","NRSC VIC MODEL"
"Maharashtra","Satara","2023-10-16","2023","10","17.9924816717","NRSC VIC MODEL"
"Maharashtra","Satara","2023-10-17","2023","10","17.5113904239","NRSC VIC MODEL"
"Maharashtra","Satara","2023-10-18","2023","10","17.5243682837","NRSC VIC MODEL"
"Maharashtra","Sindhudurg","2023-10-01","2023","10","31.5880230441","NRSC VIC MODEL"
"Maharashtra","Sindhudurg","2023-10-07","2023","10","23.8650808905","NRSC VIC MODEL"
"Maharashtra","Sindhudurg","2023-10-08","2023","10","22.571821677","NRSC VIC MODEL"
"Maharashtra","Sindhudurg","2023-10-09","2023","10","21.4718699751","NRSC VIC MODEL"
"Maharashtra","Sindhudurg","2023-10-10","2023","10","20.631169456","NRSC VIC MODEL"
"Maharashtra","Sindhudurg","2023-10-11","2023","10","23.2929711119","NRSC VIC MODEL"
"Maharashtra","Sindhudurg","2023-10-12","2023","10","23.7079468603","NRSC VIC MODEL"
"Maharashtra","Sindhudurg","2023-10-13","2023","10","23.2179027036","NRSC VIC MODEL"
"Maharashtra","Sindhudurg","2023-10-14","2023","10","22.6473168206","NRSC VIC MODEL"
"Maharashtra","Sindhudurg","2023-10-15","2023","10","22.0327905708","NRSC VIC MODEL"
"Maharashtra","Sindhudurg","2023-10-16","2023","10","24.0664628764","NRSC VIC MODEL"
"Maharashtra","Sindhudurg","2023-10-17","2023","10","24.2967586689","NRSC VIC MODEL"
"Maharashtra","Sindhudurg","2023-10-18","2023","10","24.387878423","NRSC VIC MODEL"
"Maharashtra","Solapur","2023-10-01","2023","10","27.8198643679","NRSC VIC MODEL"
"Maharashtra","Solapur","2023-10-07","2023","10","25.7933209","NRSC VIC MODEL"
"Maharashtra","Solapur","2023-10-08","2023","10","25.0195151009","NRSC VIC MODEL"
"Maharashtra","Solapur","2023-10-09","2023","10","24.2995682262","NRSC VIC MODEL"
"Maharashtra","Solapur","2023-10-10","2023","10","23.6310983832","NRSC VIC MODEL"
"Maharashtra","Solapur","2023-10-11","2023","10","23.0029465232","NRSC VIC MODEL"
"Maharashtra","Solapur","2023-10-12","2023","10","22.4070553318","NRSC VIC MODEL"
"Maharashtra","Solapur","2023-10-13","2023","10","21.84016079","NRSC VIC MODEL"
"Maharashtra","Solapur","2023-10-14","2023","10","21.3083834145","NRSC VIC MODEL"
"Maharashtra","Solapur","2023-10-15","2023","10","20.830243295","NRSC VIC MODEL"
"Maharashtra","Solapur","2023-10-16","2023","10","20.3883907358","NRSC VIC MODEL"
"Maharashtra","Solapur","2023-10-17","2023","10","19.9647438223","NRSC VIC MODEL"
"Maharashtra","Solapur","2023-10-18","2023","10","19.578100019","NRSC VIC MODEL"
"Maharashtra","Thane","2023-10-01","2023","10","31.4622760351","NRSC VIC MODEL"
"Maharashtra","Thane","2023-10-07","2023","10","23.1875065939","NRSC VIC MODEL"
"Maharashtra","Thane","2023-10-08","2023","10","22.0624114709","NRSC VIC MODEL"
"Maharashtra","Thane","2023-10-09","2023","10","21.0544202665","NRSC VIC MODEL"
"Maharashtra","Thane","2023-10-10","2023","10","20.1664426833","NRSC VIC MODEL"
"Maharashtra","Thane","2023-10-11","2023","10","19.3988969002","NRSC VIC MODEL"
"Maharashtra","Thane","2023-10-12","2023","10","18.6946694891","NRSC VIC MODEL"
"Maharashtra","Thane","2023-10-13","2023","10","18.0454259157","NRSC VIC MODEL"
"Maharashtra","Thane","2023-10-14","2023","10","17.4426878513","NRSC VIC MODEL"
"Maharashtra","Thane","2023-10-15","2023","10","16.8904649679","NRSC VIC MODEL"
"Maharashtra","Thane","2023-10-16","2023","10","16.3858934607","NRSC VIC MODEL"
"Maharashtra","Thane","2023-10-17","2023","10","15.8992224424","NRSC VIC MODEL"
"Maharashtra","Thane","2023-10-18","2023","10","15.446707686","NRSC VIC MODEL"
"Maharashtra","Wardha","2023-10-01","2023","10","33.0710864942","NRSC VIC MODEL"
"Maharashtra","Wardha","2023-10-07","2023","10","27.3142745705","NRSC VIC MODEL"
"Maharashtra","Wardha","2023-10-08","2023","10","26.6256545523","NRSC VIC MODEL"
"Maharashtra","Wardha","2023-10-09","2023","10","25.9865511407","NRSC VIC MODEL"
"Maharashtra","Wardha","2023-10-10","2023","10","25.3994990878","NRSC VIC MODEL"
"Maharashtra","Wardha","2023-10-11","2023","10","24.8470717518","NRSC VIC MODEL"
"Maharashtra","Wardha","2023-10-12","2023","10","24.3278900023","NRSC VIC MODEL"
"Maharashtra","Wardha","2023-10-13","2023","10","23.8383398664","NRSC VIC MODEL"
"Maharashtra","Wardha","2023-10-14","2023","10","23.3835960199","NRSC VIC MODEL"
"Maharashtra","Wardha","2023-10-15","2023","10","22.9488899031","NRSC VIC MODEL"
"Maharashtra","Wardha","2023-10-16","2023","10","22.5277184812","NRSC VIC MODEL"
"Maharashtra","Wardha","2023-10-17","2023","10","22.1522304849","NRSC VIC MODEL"
"Maharashtra","Wardha","2023-10-18","2023","10","21.891277792","NRSC VIC MODEL"
"Maharashtra","Washim","2023-10-01","2023","10","31.262178853","NRSC VIC MODEL"
"Maharashtra","Washim","2023-10-07","2023","10","26.9898506562","NRSC VIC MODEL"
"Maharashtra","Washim","2023-10-08","2023","10","26.4856722757","NRSC VIC MODEL"
"Maharashtra","Washim","2023-10-09","2023","10","26.0128890298","NRSC VIC MODEL"
"Maharashtra","Washim","2023-10-10","2023","10","25.5647581217","NRSC VIC MODEL"
"Maharashtra","Washim","2023-10-11","2023","10","25.1371565771","NRSC VIC MODEL"
"Maharashtra","Washim","2023-10-12","2023","10","24.7321399215","NRSC VIC MODEL"
"Maharashtra","Washim","2023-10-13","2023","10","24.3475484993","NRSC VIC MODEL"
"Maharashtra","Washim","2023-10-14","2023","10","23.9779687571","NRSC VIC MODEL"
"Maharashtra","Washim","2023-10-15","2023","10","23.634152007","NRSC VIC MODEL"
"Maharashtra","Washim","2023-10-16","2023","10","23.2991732632","NRSC VIC MODEL"
"Maharashtra","Washim","2023-10-17","2023","10","22.995932812","NRSC VIC MODEL"
"Maharashtra","Washim","2023-10-18","2023","10","23.1200511645","NRSC VIC MODEL"
"Maharashtra","Yavatmal","2023-10-01","2023","10","32.6088522561","NRSC VIC MODEL"
"Maharashtra","Yavatmal","2023-10-07","2023","10","27.4724168093","NRSC VIC MODEL"
"Maharashtra","Yavatmal","2023-10-08","2023","10","26.7490020794","NRSC VIC MODEL"
"Maharashtra","Yavatmal","2023-10-09","2023","10","26.0795918809","NRSC VIC MODEL"
"Maharashtra","Yavatmal","2023-10-10","2023","10","25.4535634552","NRSC VIC MODEL"
"Maharashtra","Yavatmal","2023-10-11","2023","10","24.8679761943","NRSC VIC MODEL"
"Maharashtra","Yavatmal","2023-10-12","2023","10","24.3122245124","NRSC VIC MODEL"
"Maharashtra","Yavatmal","2023-10-13","2023","10","23.7897836947","NRSC VIC MODEL"
"Maharashtra","Yavatmal","2023-10-14","2023","10","23.2965764313","NRSC VIC MODEL"
"Maharashtra","Yavatmal","2023-10-15","2023","10","22.8324415478","NRSC VIC MODEL"
"Maharashtra","Yavatmal","2023-10-16","2023","10","22.3942849871","NRSC VIC MODEL"
"Maharashtra","Yavatmal","2023-10-17","2023","10","21.9956376883","NRSC VIC MODEL"
"Maharashtra","Yavatmal","2023-10-18","2023","10","21.6147732426","NRSC VIC MODEL"
"Manipur","Bishnupur","2023-10-01","2023","10","18.98472871","NRSC VIC MODEL"
"Manipur","Bishnupur","2023-10-07","2023","10","19.8822567336","NRSC VIC MODEL"
"Manipur","Bishnupur","2023-10-08","2023","10","19.1215395241","NRSC VIC MODEL"
"Manipur","Bishnupur","2023-10-09","2023","10","18.5973465332","NRSC VIC MODEL"
"Manipur","Bishnupur","2023-10-10","2023","10","17.997166069","NRSC VIC MODEL"
"Manipur","Bishnupur","2023-10-11","2023","10","17.4556495882","NRSC VIC MODEL"
"Manipur","Bishnupur","2023-10-12","2023","10","17.0623825062","NRSC VIC MODEL"
"Manipur","Bishnupur","2023-10-13","2023","10","16.6155012228","NRSC VIC MODEL"
"Manipur","Bishnupur","2023-10-14","2023","10","16.1154163211","NRSC VIC MODEL"
"Manipur","Bishnupur","2023-10-15","2023","10","15.629325533","NRSC VIC MODEL"
"Manipur","Bishnupur","2023-10-16","2023","10","15.1602181962","NRSC VIC MODEL"
"Manipur","Bishnupur","2023-10-17","2023","10","14.7291598724","NRSC VIC MODEL"
"Manipur","Bishnupur","2023-10-18","2023","10","14.3171093746","NRSC VIC MODEL"
"Manipur","Chandel","2023-10-01","2023","10","20.1917669466","NRSC VIC MODEL"
"Manipur","Chandel","2023-10-07","2023","10","18.456560612","NRSC VIC MODEL"
"Manipur","Chandel","2023-10-08","2023","10","18.1453224042","NRSC VIC MODEL"
"Manipur","Chandel","2023-10-09","2023","10","17.9051542118","NRSC VIC MODEL"
"Manipur","Chandel","2023-10-10","2023","10","17.6156727607","NRSC VIC MODEL"
"Manipur","Chandel","2023-10-11","2023","10","17.353653415","NRSC VIC MODEL"
"Manipur","Chandel","2023-10-12","2023","10","18.0874880027","NRSC VIC MODEL"
"Manipur","Chandel","2023-10-13","2023","10","17.7064082006","NRSC VIC MODEL"
"Manipur","Chandel","2023-10-14","2023","10","17.3856369407","NRSC VIC MODEL"
"Manipur","Chandel","2023-10-15","2023","10","17.0998113237","NRSC VIC MODEL"
"Manipur","Chandel","2023-10-16","2023","10","16.8316379451","NRSC VIC MODEL"
"Manipur","Chandel","2023-10-17","2023","10","16.5779569161","NRSC VIC MODEL"
"Manipur","Chandel","2023-10-18","2023","10","16.3388162196","NRSC VIC MODEL"
"Manipur","Churachandpur","2023-10-01","2023","10","20.3763963355","NRSC VIC MODEL"
"Manipur","Churachandpur","2023-10-07","2023","10","21.8997461266","NRSC VIC MODEL"
"Manipur","Churachandpur","2023-10-08","2023","10","21.0265185413","NRSC VIC MODEL"
"Manipur","Churachandpur","2023-10-09","2023","10","20.4597024724","NRSC VIC MODEL"
"Manipur","Churachandpur","2023-10-10","2023","10","19.9432919013","NRSC VIC MODEL"
"Manipur","Churachandpur","2023-10-11","2023","10","19.5176830766","NRSC VIC MODEL"
"Manipur","Churachandpur","2023-10-12","2023","10","19.3753909112","NRSC VIC MODEL"
"Manipur","Churachandpur","2023-10-13","2023","10","19.0059680511","NRSC VIC MODEL"
"Manipur","Churachandpur","2023-10-14","2023","10","18.6570890574","NRSC VIC MODEL"
"Manipur","Churachandpur","2023-10-15","2023","10","18.3297925726","NRSC VIC MODEL"
"Manipur","Churachandpur","2023-10-16","2023","10","18.0247379146","NRSC VIC MODEL"
"Manipur","Churachandpur","2023-10-17","2023","10","17.7382499348","NRSC VIC MODEL"
"Manipur","Churachandpur","2023-10-18","2023","10","17.468255756","NRSC VIC MODEL"
"Manipur","Imphal East","2023-10-01","2023","10","17.5169038972","NRSC VIC MODEL"
"Manipur","Imphal East","2023-10-07","2023","10","18.2151456433","NRSC VIC MODEL"
"Manipur","Imphal East","2023-10-08","2023","10","17.847377528","NRSC VIC MODEL"
"Manipur","Imphal East","2023-10-09","2023","10","17.5446736309","NRSC VIC MODEL"
"Manipur","Imphal East","2023-10-10","2023","10","17.2305517106","NRSC VIC MODEL"
"Manipur","Imphal East","2023-10-11","2023","10","16.9359470669","NRSC VIC MODEL"
"Manipur","Imphal East","2023-10-12","2023","10","16.6688171029","NRSC VIC MODEL"
"Manipur","Imphal East","2023-10-13","2023","10","16.4055660361","NRSC VIC MODEL"
"Manipur","Imphal East","2023-10-14","2023","10","16.1255908626","NRSC VIC MODEL"
"Manipur","Imphal East","2023-10-15","2023","10","15.8593526224","NRSC VIC MODEL"
"Manipur","Imphal East","2023-10-16","2023","10","15.5932371996","NRSC VIC MODEL"
"Manipur","Imphal East","2023-10-17","2023","10","15.3381135323","NRSC VIC MODEL"
"Manipur","Imphal East","2023-10-18","2023","10","15.1223461883","NRSC VIC MODEL"
"Manipur","Imphal West","2023-10-01","2023","10","18.3298056446","NRSC VIC MODEL"
"Manipur","Imphal West","2023-10-07","2023","10","19.0371449528","NRSC VIC MODEL"
"Manipur","Imphal West","2023-10-08","2023","10","18.6285299253","NRSC VIC MODEL"
"Manipur","Imphal West","2023-10-09","2023","10","18.2537867136","NRSC VIC MODEL"
"Manipur","Imphal West","2023-10-10","2023","10","17.8028905674","NRSC VIC MODEL"
"Manipur","Imphal West","2023-10-11","2023","10","17.3998736054","NRSC VIC MODEL"
"Manipur","Imphal West","2023-10-12","2023","10","17.0989750947","NRSC VIC MODEL"
"Manipur","Imphal West","2023-10-13","2023","10","16.7799940406","NRSC VIC MODEL"
"Manipur","Imphal West","2023-10-14","2023","10","16.4221531901","NRSC VIC MODEL"
"Manipur","Imphal West","2023-10-15","2023","10","16.0775249828","NRSC VIC MODEL"
"Manipur","Imphal West","2023-10-16","2023","10","15.7508764717","NRSC VIC MODEL"
"Manipur","Imphal West","2023-10-17","2023","10","15.435864624","NRSC VIC MODEL"
"Manipur","Imphal West","2023-10-18","2023","10","15.1517570863","NRSC VIC MODEL"
"Manipur","Jiribam","2023-10-01","2023","10","11.0376941229","NRSC VIC MODEL"
"Manipur","Jiribam","2023-10-07","2023","10","15.1835939051","NRSC VIC MODEL"
"Manipur","Jiribam","2023-10-08","2023","10","13.7590590273","NRSC VIC MODEL"
"Manipur","Jiribam","2023-10-09","2023","10","13.1086263231","NRSC VIC MODEL"
"Manipur","Jiribam","2023-10-10","2023","10","12.6895777356","NRSC VIC MODEL"
"Manipur","Jiribam","2023-10-11","2023","10","12.2869483184","NRSC VIC MODEL"
"Manipur","Jiribam","2023-10-12","2023","10","12.0345224877","NRSC VIC MODEL"
"Manipur","Jiribam","2023-10-13","2023","10","11.7425130352","NRSC VIC MODEL"
"Manipur","Jiribam","2023-10-14","2023","10","11.4911242928","NRSC VIC MODEL"
"Manipur","Jiribam","2023-10-15","2023","10","11.2548302941","NRSC VIC MODEL"
"Manipur","Jiribam","2023-10-16","2023","10","11.0397721262","NRSC VIC MODEL"
"Manipur","Jiribam","2023-10-17","2023","10","10.8385427974","NRSC VIC MODEL"
"Manipur","Jiribam","2023-10-18","2023","10","10.6572059287","NRSC VIC MODEL"
"Manipur","Kakching","2023-10-01","2023","10","19.1349707325","NRSC VIC MODEL"
"Manipur","Kakching","2023-10-07","2023","10","18.830700789","NRSC VIC MODEL"
"Manipur","Kakching","2023-10-08","2023","10","18.3352378128","NRSC VIC MODEL"
"Manipur","Kakching","2023-10-09","2023","10","17.9579435871","NRSC VIC MODEL"
"Manipur","Kakching","2023-10-10","2023","10","17.4921333203","NRSC VIC MODEL"
"Manipur","Kakching","2023-10-11","2023","10","17.1248985713","NRSC VIC MODEL"
"Manipur","Kakching","2023-10-12","2023","10","16.8134324235","NRSC VIC MODEL"
"Manipur","Kakching","2023-10-13","2023","10","16.4569524633","NRSC VIC MODEL"
"Manipur","Kakching","2023-10-14","2023","10","16.0843867204","NRSC VIC MODEL"
"Manipur","Kakching","2023-10-15","2023","10","15.7254818101","NRSC VIC MODEL"
"Manipur","Kakching","2023-10-16","2023","10","15.3766381139","NRSC VIC MODEL"
"Manipur","Kakching","2023-10-17","2023","10","15.0506446312","NRSC VIC MODEL"
"Manipur","Kakching","2023-10-18","2023","10","14.7333846202","NRSC VIC MODEL"
"Manipur","Kamjong","2023-10-01","2023","10","15.8193144171","NRSC VIC MODEL"
"Manipur","Kamjong","2023-10-07","2023","10","15.3820870199","NRSC VIC MODEL"
"Manipur","Kamjong","2023-10-08","2023","10","15.1156170727","NRSC VIC MODEL"
"Manipur","Kamjong","2023-10-09","2023","10","14.9111410213","NRSC VIC MODEL"
"Manipur","Kamjong","2023-10-10","2023","10","14.6623494527","NRSC VIC MODEL"
"Manipur","Kamjong","2023-10-11","2023","10","14.4195992641","NRSC VIC MODEL"
"Manipur","Kamjong","2023-10-12","2023","10","14.2224050771","NRSC VIC MODEL"
"Manipur","Kamjong","2023-10-13","2023","10","14.3343830341","NRSC VIC MODEL"
"Manipur","Kamjong","2023-10-14","2023","10","14.0899055574","NRSC VIC MODEL"
"Manipur","Kamjong","2023-10-15","2023","10","13.8657617553","NRSC VIC MODEL"
"Manipur","Kamjong","2023-10-16","2023","10","13.6450886336","NRSC VIC MODEL"
"Manipur","Kamjong","2023-10-17","2023","10","13.4295933328","NRSC VIC MODEL"
"Manipur","Kamjong","2023-10-18","2023","10","13.2245288758","NRSC VIC MODEL"
"Manipur","Kangpokpi","2023-10-01","2023","10","18.1753791467","NRSC VIC MODEL"
"Manipur","Kangpokpi","2023-10-07","2023","10","18.5825456604","NRSC VIC MODEL"
"Manipur","Kangpokpi","2023-10-08","2023","10","18.1878364752","NRSC VIC MODEL"
"Manipur","Kangpokpi","2023-10-09","2023","10","17.8869301815","NRSC VIC MODEL"
"Manipur","Kangpokpi","2023-10-10","2023","10","17.5599648929","NRSC VIC MODEL"
"Manipur","Kangpokpi","2023-10-11","2023","10","17.2473890912","NRSC VIC MODEL"
"Manipur","Kangpokpi","2023-10-12","2023","10","17.023062218","NRSC VIC MODEL"
"Manipur","Kangpokpi","2023-10-13","2023","10","16.7829789792","NRSC VIC MODEL"
"Manipur","Kangpokpi","2023-10-14","2023","10","16.5846669263","NRSC VIC MODEL"
"Manipur","Kangpokpi","2023-10-15","2023","10","16.3321390112","NRSC VIC MODEL"
"Manipur","Kangpokpi","2023-10-16","2023","10","16.0761798096","NRSC VIC MODEL"
"Manipur","Kangpokpi","2023-10-17","2023","10","15.8336472208","NRSC VIC MODEL"
"Manipur","Kangpokpi","2023-10-18","2023","10","15.5991632901","NRSC VIC MODEL"
"Manipur","Noney","2023-10-01","2023","10","14.4715666509","NRSC VIC MODEL"
"Manipur","Noney","2023-10-07","2023","10","19.2379959099","NRSC VIC MODEL"
"Manipur","Noney","2023-10-08","2023","10","17.6002102649","NRSC VIC MODEL"
"Manipur","Noney","2023-10-09","2023","10","16.6039542106","NRSC VIC MODEL"
"Manipur","Noney","2023-10-10","2023","10","15.921911108","NRSC VIC MODEL"
"Manipur","Noney","2023-10-11","2023","10","15.3313301006","NRSC VIC MODEL"
"Manipur","Noney","2023-10-12","2023","10","15.0472136421","NRSC VIC MODEL"
"Manipur","Noney","2023-10-13","2023","10","14.6097968352","NRSC VIC MODEL"
"Manipur","Noney","2023-10-14","2023","10","14.2218439319","NRSC VIC MODEL"
"Manipur","Noney","2023-10-15","2023","10","13.8808431557","NRSC VIC MODEL"
"Manipur","Noney","2023-10-16","2023","10","13.5726436181","NRSC VIC MODEL"
"Manipur","Noney","2023-10-17","2023","10","13.2986572418","NRSC VIC MODEL"
"Manipur","Noney","2023-10-18","2023","10","13.0507428949","NRSC VIC MODEL"
"Manipur","Pherzawl","2023-10-01","2023","10","16.757027651","NRSC VIC MODEL"
"Manipur","Pherzawl","2023-10-07","2023","10","23.2279964376","NRSC VIC MODEL"
"Manipur","Pherzawl","2023-10-08","2023","10","20.8203774944","NRSC VIC MODEL"
"Manipur","Pherzawl","2023-10-09","2023","10","19.6301093711","NRSC VIC MODEL"
"Manipur","Pherzawl","2023-10-10","2023","10","18.8115251907","NRSC VIC MODEL"
"Manipur","Pherzawl","2023-10-11","2023","10","18.1600323539","NRSC VIC MODEL"
"Manipur","Pherzawl","2023-10-12","2023","10","18.583114187","NRSC VIC MODEL"
"Manipur","Pherzawl","2023-10-13","2023","10","18.002744128","NRSC VIC MODEL"
"Manipur","Pherzawl","2023-10-14","2023","10","17.4822729289","NRSC VIC MODEL"
"Manipur","Pherzawl","2023-10-15","2023","10","17.0436000583","NRSC VIC MODEL"
"Manipur","Pherzawl","2023-10-16","2023","10","16.6579785788","NRSC VIC MODEL"
"Manipur","Pherzawl","2023-10-17","2023","10","16.3175061706","NRSC VIC MODEL"
"Manipur","Pherzawl","2023-10-18","2023","10","16.0022828234","NRSC VIC MODEL"
"Manipur","Senapati","2023-10-01","2023","10","20.8869690634","NRSC VIC MODEL"
"Manipur","Senapati","2023-10-07","2023","10","20.3687578587","NRSC VIC MODEL"
"Manipur","Senapati","2023-10-08","2023","10","19.9053635062","NRSC VIC MODEL"
"Manipur","Senapati","2023-10-09","2023","10","19.5431230898","NRSC VIC MODEL"
"Manipur","Senapati","2023-10-10","2023","10","19.2247744194","NRSC VIC MODEL"
"Manipur","Senapati","2023-10-11","2023","10","18.8950938472","NRSC VIC MODEL"
"Manipur","Senapati","2023-10-12","2023","10","18.7606625766","NRSC VIC MODEL"
"Manipur","Senapati","2023-10-13","2023","10","18.4794396586","NRSC VIC MODEL"
"Manipur","Senapati","2023-10-14","2023","10","18.2545018106","NRSC VIC MODEL"
"Manipur","Senapati","2023-10-15","2023","10","17.97597666","NRSC VIC MODEL"
"Manipur","Senapati","2023-10-16","2023","10","17.6893079042","NRSC VIC MODEL"
"Manipur","Senapati","2023-10-17","2023","10","17.4105769415","NRSC VIC MODEL"
"Manipur","Senapati","2023-10-18","2023","10","17.1510814767","NRSC VIC MODEL"
